MemberNumber,DateJoined,PoliticallyExposedPerson,SecondACHolderPoliticallyExposedPerson,AccountStatus,AccountType,IntendedPurposeOfBusinessRelationship,AssetsHeldInAccount,TransactionVolumesLastQuarter,LengthOfBusinessRelationship,QualityOfCDDOnFile,CountryOfResidence_BasedOnMemberActiveAddress,SecondACHolderCountryOfResidence,FundsChannelIn,FundsChannelOut,DestinationOfFunds,SourceOfWealth,SecondACHolderSourceOfWealth,SourceOfFunds,SecondACHolderSourceOfFunds,ExpextedMonthlyLodgement,SecondACHolderExpextedMonthlyLodgement,EmploymentStatus,SecondACHolderEmploymentStatus,Occupation,SecondACHolderOccupation,BeneficialOwner,PrimaryServiceUsed,AccountActivity,OtherRiskFactors
20156,21/11/2011,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20157,21/11/2011,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20158,19/01/2000,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Income - Salary / Wages,Income - Salary / Wages,,,Employed Full-time            ,Employed Full-time            ,Care Assistant,Nurse,,,,
1000005984,25/11/2011,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000005985,26/11/2011,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005986,26/11/2011,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005987,26/11/2011,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20163,30/11/2011,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,School                        ,,Transfer,,,,,
20164,30/11/2011,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Inheritance,,,,Retired                       ,,Transfer,,,,,
20165,12-01-11,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
20166,12-01-11,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20167,12-03-11,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20168,12-03-11,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000005988,12-06-11,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20170,12-06-11,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20171,21/12/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Disability Allowance / Benefit,,,,Disability                    ,,Unemployed,,,,,
20172,12-07-11,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20173,12-07-11,No,,Closed,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,School                        ,,Student,,,,,
20174,12-07-11,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20175,12-07-11,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20176,12-08-11,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20177,12-09-11,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,,,Transfer,,,,,
20178,12-09-11,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20179,12-10-11,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20180,12-10-11,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20181,12-12-11,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,School                        ,,Transfer,,,,,
20182,15/12/2011,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
20183,15/12/2011,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,School                        ,,Transfer,,,,,
20184,16/12/2011,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Fitter,,,,,
20185,19/12/2011,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20186,20/12/2011,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20187,21/12/2011,No,No,Active,Joint,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Savings,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20188,22/12/2011,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,Student                       ,,Student,,,,,
20189,23/12/2011,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
20190,23/12/2011,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20191,27/06/1987,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
20192,01-03-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20193,01-04-12,No,,Active,Minor,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20194,02-05-09,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Office,,,,,
20195,01-04-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20196,01-05-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20197,01-05-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20198,22/09/2000,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20199,01-06-12,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,DSP - Unemployment Benefit,Income - Salary / Wages,,,Homemaker                     ,Employed Full-time            ,Unemployed,Driver,,,,
20200,01-06-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,School                        ,,Student,,,,,
20201,01-06-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20202,01-06-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20203,01-07-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20204,01-09-11,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20205,01-09-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Part Time Self Employed       ,,Transfer,,,,,
20206,01-10-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20207,01-11-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000006317,13/01/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20209,13/01/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Office,,,,,
20210,14/01/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20211,14/01/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20212,17/01/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Medical,,,,,
20213,17/01/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Retail,,,,,
20214,17/01/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Student                       ,,Transfer,,,,,
20215,17/01/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20216,06-08-95,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Self Employed                 ,Self Employed                 ,Transfer,Transfer,,,,
20217,10-01-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20218,17/01/2004,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20219,26/01/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
20220,27/01/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
20221,26/03/1987,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
20222,30/01/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20223,31/01/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20224,31/01/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20225,02-01-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20226,02-02-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20227,02-03-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20228,02-03-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005989,02-03-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20230,02-03-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20231,02-07-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
20232,02-07-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20233,02-08-12,No,No,Dormant,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20234,02-09-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20235,02-09-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20236,02-09-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20237,02-10-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000005990,02-10-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20239,02-11-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,School                        ,,Transfer,,,,,
1000005991,15/02/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005992,15/02/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20242,16/02/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,School                        ,,Transfer,,,,,
20243,16/02/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20244,18/02/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20245,24/05/2010,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20246,20/02/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20247,21/02/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000005993,21/02/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20249,23/02/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20250,23/02/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20251,24/02/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20252,24/02/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20253,25/02/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20254,25/02/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Part-time Job,,,,Employed Part-time            ,,Hospitality,,,,,
20255,25/02/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,Not Applicable                ,,Transfer,,,,,
20256,28/02/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Home Carer,,,,,
20257,28/02/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20258,03-02-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Services,,,,,
20259,03-02-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Retail,,,,,
20260,03-03-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Invalidity Pension,,,,Unemployed                    ,,Unemployed,,,,,
20261,03-03-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20262,03-07-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20263,03-08-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20264,18/08/2000,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20265,03-09-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20266,03-09-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Part-time Job,,,,Employed Part-time            ,,Student,,,,,
20267,03-10-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20268,14/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,School                        ,,Transfer,,,,,
20269,29/08/1986,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20270,14/03/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20271,15/03/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20272,15/03/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20273,15/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20274,15/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20275,16/03/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20276,22/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20277,24/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20278,27/03/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20279,27/03/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20280,28/03/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Manufacturing,,,,,
20281,30/03/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
20282,30/03/2012,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20283,30/03/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20284,31/03/2012,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
20285,31/03/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20286,04-02-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20287,04-02-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20288,04-02-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000005994,04-02-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20290,04-03-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Carers Allowance / Benefit,,,,Housewife                     ,,Transfer,,,,,
20291,04-03-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20292,04-04-12,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20293,04-04-12,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20294,04-05-12,No,,Active,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Club - Grant,,,,,,,,Mark Mc Carthy/Ben Mccarthy/Laura Mccarthy/William McCarthy,,,
20295,04-05-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Services,,,,,
20296,04-05-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20297,04-10-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,School                        ,,Transfer,,,,,
20298,04-10-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,Not Applicable                ,,Transfer,,,,,
20299,04-11-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,Not Applicable                ,,Transfer,,,,,
20300,04-12-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Care Assistant,,,,,
20301,13/04/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20302,13/04/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20303,14/04/2012,No,,Dormant,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,Oliver Flanagan/Edmond Leahy,,,
20304,22/06/1979,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
