Account Number,Account Type,Employment Status,Employment Position,Age,Nationality,Account Status,Risk Code,Date Joined
34996,SINGLE,SCHOOL,Not Available,12,IRISH,ACTIVE,LO,13-Dec-14
34999,JOINT,Not Available,Not Available,47,IRISH,ACTIVE,LO,19-Dec-14
35004,SINGLE,EMPLOYED FULL-TIME,ENGINEER,55,POLISH,ACTIVE,LO,29-Dec-14
35005,SINGLE,EMPLOYED FULL-TIME,NOT SPECIFIED,50,IRISH,ACTIVE,LO,30-Dec-14
35006,SINGLE,Not Available,Not Available,75,IRISH,ACTIVE,LO,30-Dec-14
35007,SINGLE,RETIRED,Not Available,80,IRISH,ACTIVE,LO,30-Dec-14
35012,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,53,ESTONIA,ACTIVE,LO,03-Jan-15
35015,SINGLE,EMPLOYED FULL-TIME,SUPERVISOR,44,IRISH,ACTIVE,LO,03-Jan-15
35016,SINGLE,EMPLOYED PART-TIME,CARER,22,IRISH,ACTIVE,LO,03-Jan-15
35018,SINGLE,UNEMPLOYED,Not Available,59,IRISH,ACTIVE,LO,06-Jan-15
35022,SINGLE,EMPLOYED FULL-TIME,SALES AND SERVICE CONSULTANT,34,IRISH,ACTIVE,LO,08-Jan-15
35026,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,55,IRISH,ACTIVE,LO,10-May-05
35027,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,09-Jan-15
35028,SINGLE,EMPLOYED FULL-TIME,GENERAL LABOURER,36,LITHUANIAN,ACTIVE,LO,10-Jan-15
35034,SINGLE,EMPLOYED PART-TIME,DELI ASSISTANT,18,IRISH,ACTIVE,LO,12-Jan-15
35037,SINGLE,Not Available,Not Available,77,IRISH,ACTIVE,LO,14-Jan-15
35041,SINGLE,EMPLOYED FULL-TIME,PHARMANCY TECHNICIAN,60,IRISH,ACTIVE,LO,15-Jan-15
35045,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,16-Jan-15
35048,SINGLE,EMPLOYED PART-TIME,BREWER,30,IRISH,ACTIVE,LO,19-Jan-15
35051,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,33,IRISH,ACTIVE,LO,20-Jan-15
35061,SINGLE,EMPLOYED FULL-TIME,M&D  BAKERY,58,IRISH,ACTIVE,LO,24-Jan-15
35063,SINGLE,DISABILITY,ON DISABILITY,69,IRISH,ACTIVE,LO,26-Jan-15
35064,SINGLE,EMPLOYED FULL-TIME,CATERING ASSISTANT,43,LITHUANIAN,ACTIVE,LO,26-Jan-15
35071,SINGLE,EMPLOYED FULL-TIME,FINANCE OFFICER,42,IRISH,ACTIVE,LO,31-Jan-15
35078,SINGLE,EMPLOYED FULL-TIME,HEALTH CARE ASSISTANT,40,SOUTH AFRICAN,ACTIVE,LO,03-Feb-15
35079,SINGLE,Not Available,Not Available,14,IRISH,ACTIVE,LO,04-Feb-15
35081,SINGLE,SELF EMPLOYED,OWNER MANAGER ON COVI PAYMENT,59,IRISH,ACTIVE,LO,07-Feb-15
35082,SINGLE,UNEMPLOYED,Not Available,53,IRISH,ACTIVE,LO,09-Feb-15
35085,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,10-Feb-15
35089,SINGLE,EMPLOYED FULL-TIME,CATERER BASED IN UHW,57,SLOVAKIA,ACTIVE,LO,13-Feb-15
35091,SINGLE,EMPLOYED FULL-TIME,MACHINE OPERATIVE NYPRO HEALTHCARE,50,IRISH,ACTIVE,LO,13-Feb-15
35093,SINGLE,SCHOOL,STUDENT,10,IRISH,ACTIVE,LO,14-Feb-15
35097,SINGLE,EMPLOYED FULL-TIME,STORE PERSON,64,IRISH,ACTIVE,LO,16-Feb-15
35099,SINGLE,EMPLOYED FULL-TIME,CARE STAFF,47,PHILIPPINES,ACTIVE,LO,16-Feb-15
35100,SINGLE,Not Available,Not Available,16,IRISH,ACTIVE,LO,17-Feb-15
35102,SINGLE,Not Available,Not Available,24,IRISH,ACTIVE,LO,20-Feb-15
35104,SINGLE,Not Available,Not Available,32,IRISH,ACTIVE,LO,23-Feb-15
35106,SINGLE,Not Available,Not Available,27,IRISH,ACTIVE,LO,23-Feb-15
35109,SINGLE,EMPLOYED PART-TIME,SCHEME STUDENT,52,IRISH,ACTIVE,LO,24-Feb-15
35126,SINGLE,RETIRED,Not Available,74,IRISH,ACTIVE,LO,05-Mar-15
35130,SINGLE,EMPLOYED FULL-TIME,S & K CAREY BUILDERS LTD,65,IRISH,ACTIVE,LO,07-Mar-15
35135,JOINT,EMPLOYED FULL-TIME,FACTORY OPERATIVE,47,CZECH,ACTIVE,LO,10-Mar-15
35139,SINGLE,EMPLOYED FULL-TIME,MAXOL,38,LITHUANIAN,ACTIVE,HI,12-Mar-15
35144,SINGLE,EMPLOYED PART-TIME,Sales Associate,29,IRISH,ACTIVE,LO,13-Mar-15
35145,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,14-Mar-15
35150,SINGLE,EMPLOYED FULL-TIME,CARER,50,IRISH,ACTIVE,LO,19-Mar-15
35151,SINGLE,UNEMPLOYED,DEPENDANT ADULT HUSBANDS ST PENSION,65,IRISH,ACTIVE,LO,19-Mar-15
35153,JOINT,Not Available,Not Available,39,IRISH,ACTIVE,LO,19-Mar-15
35155,SINGLE,EMPLOYED FULL-TIME,Vault operative,35,IRISH,ACTIVE,LO,20-Mar-15
35158,SINGLE,UNEMPLOYED,Not Available,63,IRISH,ACTIVE,LO,23-Mar-15
35163,SINGLE,STUDENT,1ST YR ACCOUNTANCY -SETU * P/T BARISTA,20,IRISH,ACTIVE,LO,27-Mar-15
35166,SINGLE,RETIRED,RETIRED,71,IRISH,ACTIVE,LO,28-Mar-15
35172,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,01-Apr-15
35176,SINGLE,Not Available,Not Available,78,IRISH,ACTIVE,LO,08-Apr-15
35177,SINGLE,RETIRED,Not Available,73,IRISH,ACTIVE,LO,09-Apr-15
35178,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,35,POLISH,ACTIVE,LO,10-Apr-15
35181,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,38,POLISH,ACTIVE,LO,14-Apr-15
35182,SINGLE,EMPLOYED FULL-TIME,BEAUTY CONSULTANT / SALES,39,IRISH,ACTIVE,LO,14-Apr-15
35185,SINGLE,Not Available,Not Available,31,IRISH,ACTIVE,LO,18-Apr-15
35189,JOINT,EMPLOYED FULL-TIME,MACHINIST,51,IRISH,ACTIVE,LO,28-Feb-05
35190,SINGLE,EMPLOYED FULL-TIME,LABOURER,44,IRISH,ACTIVE,LO,24-Apr-15
35194,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,05-Apr-19
35197,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,28-Apr-15
35200,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,31,IRISH,ACTIVE,LO,30-Apr-15
35203,SINGLE,UNEMPLOYED,JOBSEEKERS ALLOWANCE,36,IRISH,ACTIVE,LO,30-Apr-15
35204,JOINT,Not Available,Not Available,44,PAKISTAN,ACTIVE,LO,30-Apr-15
35208,JOINT,EMPLOYED FULL-TIME,GROUP FINACIAL CONTROLLER,49,IRISH,ACTIVE,LO,02-May-15
35212,SINGLE,UNEMPLOYED,GROCERY SHOP WORKER,49,NIGERIAN,ACTIVE,LO,11-May-15
35216,SINGLE,UNEMPLOYED,Not Available,26,IRISH,ACTIVE,LO,12-May-15
35217,SINGLE,EMPLOYED FULL-TIME,Supervisor,31,IRISH,ACTIVE,LO,12-May-15
35220,SINGLE,UNEMPLOYED,ONE PARENT FAMILY INCOME,41,IRISH,ACTIVE,LO,14-May-15
35223,SINGLE,EMPLOYED FULL-TIME,MAINTANCE,44,IRISH,ACTIVE,LO,16-May-15
35224,SINGLE,Not Available,Not Available,17,IRISH,ACTIVE,LO,16-May-15
35229,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,21-May-15
35233,SINGLE,EMPLOYED PART-TIME,PAINTER DECORATOR,37,IRISH,ACTIVE,LO,23-May-15
35237,SINGLE,EMPLOYED FULL-TIME,DRIVER,52,IRISH,ACTIVE,LO,26-May-15
35238,SINGLE,EMPLOYED FULL-TIME,BAR TENDER,31,IRISH,CHOFF,LO,26-May-15
35241,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,27-May-15
35244,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,38,IRISH,ACTIVE,LO,29-May-15
35253,SINGLE,UNEMPLOYED,Not Available,38,SLOVAKIA,ACTIVE,LO,05-Jun-15
35255,SINGLE,EMPLOYED PART-TIME,OFFICE ADMINISTRATOR,33,ENGLISH,ACTIVE,LO,06-Jun-15
35258,SINGLE,EMPLOYED FULL-TIME,CATERING KITCHEN OPERATIVE,27,IRISH,ACTIVE,LO,08-Jun-15
35260,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,11-Jun-15
35265,JOINT,EMPLOYED FULL-TIME,COURIER,47,IRISH,ACTIVE,LO,13-Jun-15
35267,SINGLE,Not Available,Not Available,55,IRISH,ACTIVE,LO,16-Jun-15
35271,SINGLE,EMPLOYED PART-TIME,SALES REP,47,LITHUANIAN,ACTIVE,LO,19-Jun-15
35274,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,41,IRISH,ACTIVE,LO,25-Jun-15
35278,SINGLE,EMPLOYED FULL-TIME,KINGFISHER,41,IRISH,ACTIVE,LO,29-Jun-15
35279,SINGLE,EMPLOYED PART-TIME,BEAUTICIAN,24,UKRAINE,ACTIVE,LO,29-Jun-15
35282,SINGLE,Not Available,Not Available,65,IRISH,ACTIVE,LO,01-Jul-15
35287,SINGLE,UNEMPLOYED,Not Available,39,POLISH,CHOFF,LO,03-Jul-15
35288,SINGLE,DISABILITY,S/W  DISABILITY ALLOW,28,IRISH,ACTIVE,LO,06-Jul-15
35289,SINGLE,EMPLOYED FULL-TIME,WAREHOUSE OPERATIVE,24,IRISH,ACTIVE,LO,07-Jul-15
35293,SINGLE,EMPLOYED PART-TIME,GENERAL OPERATOR,36,IRISH,ACTIVE,LO,08-Jul-15
35295,SINGLE,EMPLOYED FULL-TIME,SORA HEALTHCARE LTD,53,IRISH,ACTIVE,HI,08-Jul-15
35300,SINGLE,EMPLOYED FULL-TIME,SUPERVISOR,52,IRISH,ACTIVE,LO,09-Jul-15
35301,SINGLE,EMPLOYED FULL-TIME,QUALITY SUPERVISOR,25,PHILIPPINES,ACTIVE,LO,09-Jul-15
35303,SINGLE,EMPLOYED FULL-TIME,MANGUARD PLUS,45,IRISH,ACTIVE,LO,11-Jul-15
35310,SINGLE,DISABILITY,INVALIDITY PENSION,43,IRISH,ACTIVE,LO,20-Jul-15
35311,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,20-Jul-15
35312,SINGLE,EMPLOYED PART-TIME,TEACHER,71,IRISH,ACTIVE,LO,23-Jul-15
35314,SINGLE,EMPLOYED FULL-TIME,SOCIAL WORKER,32,IRISH,ACTIVE,LO,02-Oct-13
35317,GROUP,Not Available,Not Available,8,IRISH,ACTIVE,LO,27-Jul-15
35318,JOINT,EMPLOYED FULL-TIME,OPT,42,IRISH,ACTIVE,LO,28-Jul-15
35321,SINGLE,EMPLOYED PART-TIME,CARER,48,IRISH,ACTIVE,LO,28-Jul-15
35326,SINGLE,SCHOOL,Not Available,10,IRISH,ACTIVE,LO,29-Jul-15
35327,SINGLE,SCHOOL,Not Available,9,FRENCH,ACTIVE,LO,29-Jul-15
35332,SINGLE,UNEMPLOYED,SINGLE PARENT,48,SLOVAKIA,ACTIVE,LO,31-Jul-15
35334,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,56,IRISH,ACTIVE,LO,31-Jul-15
35335,SINGLE,Not Available,Not Available,10,IRISH,ACTIVE,LO,01-Aug-15
35338,SINGLE,Not Available,Not Available,12,IRISH,ACTIVE,LO,04-Aug-15
35341,SINGLE,EMPLOYED FULL-TIME,SECONDARY SCHOOL TEACHER,50,IRISH,ACTIVE,HI,06-Aug-15
35342,SINGLE,EMPLOYED PART-TIME,DENTAL NURSE,41,IRISH,ACTIVE,LO,07-Aug-15
35343,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,07-Aug-15
35344,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,07-Aug-15
35345,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,08-Aug-15
35347,JOINT,EMPLOYED FULL-TIME,GENERAL OPERATIVE,38,LITHUANIAN,ACTIVE,LO,10-Aug-15
35348,JOINT,EMPLOYED FULL-TIME,ENGINEERING TECHNICIAN,50,IRISH,ACTIVE,LO,10-Aug-15
35350,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,37,POLISH,ACTIVE,LO,10-Aug-15
35353,SINGLE,HOMEMAKER,HOUSEWIFE,45,LATVIA,ACTIVE,LO,11-Aug-15
35355,SINGLE,UNEMPLOYED,Not Available,28,IRISH,ACTIVE,HI,13-Aug-15
35365,SINGLE,DISABILITY,INVALIDITY PENSION,61,IRISH,ACTIVE,LO,20-Aug-15
35370,SINGLE,UNEMPLOYED,Not Available,67,IRISH,ACTIVE,LO,22-Aug-15
35372,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,22-Aug-15
35375,SINGLE,EMPLOYED FULL-TIME,HEALTH CARER,54,POLISH,ACTIVE,LO,25-Aug-15
35377,SINGLE,EMPLOYED FULL-TIME,POST PRIMARY SCHOOL TEACHER,36,IRISH,ACTIVE,LO,26-Aug-15
35379,SINGLE,UNEMPLOYED,Not Available,38,IRISH,ACTIVE,LO,27-Aug-15
35390,SINGLE,EMPLOYED FULL-TIME,SALES,31,IRISH,ACTIVE,ME,31-Aug-15
35391,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,01-Sep-15
35395,SINGLE,EMPLOYED PART-TIME,GEN OPERATIVE,34,IRISH,CHOFF,LO,01-Sep-15
35400,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,03-Sep-15
35401,SINGLE,EMPLOYED PART-TIME,CARER,48,NIGERIAN,ACTIVE,HI,07-Sep-15
35402,SINGLE,Not Available,Not Available,33,IRISH,ACTIVE,LO,09-Sep-15
35403,SINGLE,EMPLOYED FULL-TIME,Not Available,53,POLISH,ACTIVE,HI,09-Sep-15
35408,SINGLE,EMPLOYED PART-TIME,Not Available,44,SLOVAKIA,ACTIVE,LO,15-Sep-15
35418,SINGLE,EMPLOYED FULL-TIME,OPERATIVE,57,IRISH,ACTIVE,LO,19-Sep-15
35420,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT / REP,49,SLOVAKIA,ACTIVE,LO,22-Sep-15
35421,SINGLE,EMPLOYED PART-TIME,HAIRDRESSER VOGUE HAIR SALON PILTOWN,37,IRISH,ACTIVE,LO,23-Sep-15
35425,SINGLE,EMPLOYED FULL-TIME,Not Available,42,IRISH,ACTIVE,LO,24-Sep-15
35434,SINGLE,EMPLOYED PART-TIME,ADMIN,60,IRISH,ACTIVE,LO,25-Sep-15
35436,SINGLE,EMPLOYED FULL-TIME,AUTOMATION & ELECTRICAL ENGINEER,47,IRISH,ACTIVE,LO,26-Sep-15
35437,SINGLE,RETIRED,Not Available,59,IRISH,ACTIVE,LO,28-Sep-15
35439,SINGLE,UNEMPLOYED,Stay at home,42,IRISH,ACTIVE,LO,29-Sep-15
35447,SINGLE,SCHOOL,STUDENT,20,IRISH,ACTIVE,LO,30-Sep-15
35449,SINGLE,HOMEMAKER,Not Available,74,IRISH,ACTIVE,LO,01-Oct-15
35450,SINGLE,CONTRACT EMPLOYEE,TEACHER SECONDARY,30,IRISH,ACTIVE,LO,03-Oct-15
35453,SINGLE,EMPLOYED FULL-TIME,Train Driver,36,IRISH,ACTIVE,LO,06-Oct-15
35454,SINGLE,STUDENT,STUDENT,17,IRISH,ACTIVE,LO,07-Oct-15
35463,SINGLE,EMPLOYED PART-TIME,CLEANER,29,IRISH,ACTIVE,LO,09-Oct-15
35469,SINGLE,EMPLOYED FULL-TIME,OPERATOR,55,IRISH,ACTIVE,VL,12-Oct-15
35470,SINGLE,DISABILITY,DISABILITY ALLWOANCE,66,IRISH,ACTIVE,VL,14-Oct-15
35472,SINGLE,EMPLOYED FULL-TIME,PLASTERER,44,IRISH,ACTIVE,LO,15-Oct-15
35476,SINGLE,SCHOOL,SCHOOL,9,IRISH,ACTIVE,LO,16-Oct-15
35477,SINGLE,EMPLOYED FULL-TIME,MANAGER,40,IRISH,ACTIVE,LO,16-Oct-15
35484,SINGLE,EMPLOYED PART-TIME,GEN OPERATIVE,55,IRISH,ACTIVE,LO,19-Oct-15
35488,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,20-Oct-15
35492,SINGLE,SCHOOL,Not Available,17,IRISH,ACTIVE,LO,20-Oct-15
35493,SINGLE,STUDENT,Not Available,17,IRISH,ACTIVE,LO,21-Oct-15
35495,SINGLE,UNEMPLOYED,JOB SEEKER,29,IRISH,ACTIVE,LO,22-Oct-15
35501,SINGLE,Not Available,Not Available,18,IRISH,ACTIVE,LO,28-Oct-15
35502,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,29-Oct-15
35503,SINGLE,RETIRED,RETIRED,71,IRISH,ACTIVE,ME,30-Oct-15
35505,SINGLE,UNEMPLOYED,ONE PARENT FAMILY,26,IRISH,ACTIVE,LO,30-Oct-15
35506,SINGLE,EMPLOYED PART-TIME,GENERAL OPERATIVE / STUDENT ALSO,34,IRISH,ACTIVE,VL,31-Oct-15
35510,SINGLE,CONTRACT EMPLOYEE,FACTORY OPERATIVE,33,IRISH,ACTIVE,LO,03-Nov-15
35512,SINGLE,Not Available,Not Available,17,IRISH,ACTIVE,LO,03-Nov-15
35518,SINGLE,EMPLOYED FULL-TIME,ACCOUNTS/ADMIN,52,IRISH,ACTIVE,LO,06-Nov-15
35520,SINGLE,EMPLOYED FULL-TIME,TOLL BRIDGE OPERATOR,28,IRISH,ACTIVE,VL,06-Nov-15
35523,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE WORKER,31,IRISH,ACTIVE,LO,06-Nov-15
35524,JOINT,RETIRED,Not Available,85,IRISH,ACTIVE,LO,07-Nov-15
35528,SINGLE,EMPLOYED FULL-TIME,CHEF,47,IRISH,ACTIVE,LO,12-Nov-15
35529,SINGLE,EMPLOYED FULL-TIME,SECURITY,34,PAKISTAN,ACTIVE,VL,13-Nov-15
35531,SINGLE,UNEMPLOYED,Not Available,38,THAI,ACTIVE,LO,16-Nov-15
35532,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,16-Nov-15
35533,SINGLE,Not Available,Not Available,10,IRISH,ACTIVE,LO,16-Nov-15
35541,SINGLE,UNEMPLOYED,Not Available,56,IRISH,ACTIVE,LO,19-Nov-15
35547,SINGLE,EMPLOYED PART-TIME,ENGLISH LANGUAGE TEACHER,27,IRISH,ACTIVE,LO,23-Nov-15
35550,SINGLE,EMPLOYED FULL-TIME,Design Engineer,46,IRISH,ACTIVE,LO,24-Nov-15
35554,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,26-Nov-15
35556,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,48,ROMANIAN,ACTIVE,VL,26-Nov-15
35557,SINGLE,RETIRED,WIDOWS CONTRIBUTORY PENSION,75,IRISH,ACTIVE,LO,27-Nov-15
35558,SINGLE,EMPLOYED FULL-TIME,TEACHER,64,IRISH,ACTIVE,LO,27-Nov-15
35565,SINGLE,EMPLOYED FULL-TIME,POST MAN,41,IRISH,ACTIVE,LO,02-Dec-15
35576,SINGLE,STUDENT,STUDENT,36,IRISH,ACTIVE,LO,21-May-87
35577,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,15-Dec-15
35578,SINGLE,EMPLOYED FULL-TIME,FABRICATOR,41,IRISH,ACTIVE,LO,16-Dec-15
35593,SINGLE,SELF EMPLOYED,CARETAKER,44,IRISH,ACTIVE,LO,21-Dec-15
35594,SINGLE,Not Available,Not Available,15,IRISH,ACTIVE,VL,22-Dec-15
35595,SINGLE,STUDENT,STUDENT,17,IRISH,ACTIVE,LO,23-Dec-15
35602,SINGLE,EMPLOYED FULL-TIME,REFUSE COLLECTOR,22,IRISH,ACTIVE,LO,02-Jan-16
35607,SINGLE,EMPLOYED FULL-TIME,Not Available,55,IRISH,ACTIVE,LO,05-Jan-16
35613,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,07-Jan-16
35614,SINGLE,RETIRED,WIDOWS CONT PENSION,75,IRISH,ACTIVE,LO,08-Jan-16
35615,SINGLE,UNEMPLOYED,Not Available,65,IRISH,ACTIVE,LO,08-Jan-16
35616,SINGLE,EMPLOYED PART-TIME,GENERAL OPERATIVE,57,IRISH,ACTIVE,LO,08-Jan-16
35617,SINGLE,EMPLOYED FULL-TIME,CARE WORKER,56,IRISH,ACTIVE,LO,09-Jan-16
35618,SINGLE,SCHOOL,Not Available,15,IRISH,ACTIVE,LO,09-Jan-16
35624,SINGLE,EMPLOYED PART-TIME,SOCIAL CARE WORKER,61,IRISH,ACTIVE,LO,14-Jan-16
35628,SINGLE,EMPLOYED PART-TIME,ASSISTANT MANAGER,60,IRISH,ACTIVE,HI,15-Jan-16
35630,SINGLE,EMPLOYED PART-TIME,FALCON TRAVEL,38,IRISH,ACTIVE,LO,16-Jan-16
35642,SINGLE,EMPLOYED FULL-TIME,MANAGER,27,IRISH,ACTIVE,HI,23-Jan-16
35643,SINGLE,EMPLOYED PART-TIME,ENGINEER DEPT WORKER,34,IRISH,ACTIVE,LO,25-Jan-16
35645,SINGLE,EMPLOYED PART-TIME,BEAUTICIAN,38,LITHUANIAN,ACTIVE,LO,25-Jan-16
35646,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,LO,26-Jan-16
35647,SINGLE,EMPLOYED FULL-TIME,CASHIER,30,IRISH,ACTIVE,LO,26-Jan-16
35652,SINGLE,SCHOOL,Not Available,8,IRISH,ACTIVE,LO,27-Jan-16
35653,JOINT,SELF EMPLOYED,Not Available,78,IRISH,ACTIVE,HI,28-Jan-16
35655,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,30-Jan-16
35662,SINGLE,EMPLOYED FULL-TIME,OPERATOR,60,IRISH,ACTIVE,VL,05-Feb-16
35668,SINGLE,SCHOOL,Not Available,8,IRISH,ACTIVE,LO,09-Feb-16
35669,SINGLE,EMPLOYED FULL-TIME,Not Available,26,IRISH,ACTIVE,VL,09-Feb-16
35670,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,LO,09-Feb-16
35674,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,10-Feb-16
35675,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATIVE WORKER,56,IRISH,ACTIVE,LO,10-Feb-16
35678,SINGLE,EMPLOYED FULL-TIME,INSURANCE,43,IRISH,ACTIVE,LO,11-Feb-16
35680,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,12-Feb-16
35689,SINGLE,DISABILITY,ON DISABILITY,31,IRISH,ACTIVE,VL,15-Feb-16
35690,SINGLE,UNEMPLOYED,Not Available,42,BANGLADESH,ACTIVE,HI,15-Feb-16
35696,SINGLE,RETIRED,PENSIONER,79,IRISH,ACTIVE,LO,16-Feb-16
35697,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,17-Feb-16
35699,SINGLE,EMPLOYED PART-TIME,PRE SCHOOL LEADER,26,IRISH,ACTIVE,LO,18-Feb-16
35705,SINGLE,UNEMPLOYED,JOB SEEKER/CARER,25,IRISH,ACTIVE,LO,19-Feb-16
35707,SINGLE,EMPLOYED FULL-TIME,QUALITY ENGINEER,47,CZECH,ACTIVE,LO,20-Feb-16
35713,SINGLE,Not Available,Not Available,44,IRISH,ACTIVE,LO,22-Feb-16
35715,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOW,54,IRISH,ACTIVE,LO,24-Feb-16
35716,SINGLE,RETIRED,RETIRED,69,IRISH,ACTIVE,LO,24-Feb-16
35721,SINGLE,EMPLOYED FULL-TIME,ENGINEER,50,IRISH,ACTIVE,VL,27-Feb-16
35722,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,27-Feb-16
35724,SINGLE,UNEMPLOYED,Not Available,51,IRISH,ACTIVE,LO,29-Feb-16
35726,SINGLE,SELF EMPLOYED,Not Available,40,IRISH,ACTIVE,LO,01-Mar-16
35727,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,27,IRISH,ACTIVE,LO,01-Mar-16
35729,SINGLE,EMPLOYED PART-TIME,CATERING,27,IRISH,ACTIVE,LO,01-Mar-16
35730,SINGLE,EMPLOYED FULL-TIME,OFFICE,63,IRISH,ACTIVE,LO,01-Mar-16
35734,SINGLE,EMPLOYED FULL-TIME,FORK LIFT DRIVER,26,IRISH,ACTIVE,LO,03-Mar-16
35737,GROUP,Not Available,Not Available,7,IRISH,ACTIVE,LO,07-Mar-16
35740,SINGLE,SCHOOL,Not Available,16,IRISH,ACTIVE,LO,08-Mar-16
35741,SINGLE,SCHOOL,Not Available,18,IRISH,ACTIVE,LO,08-Mar-16
35743,SINGLE,UNEMPLOYED,Not Available,28,IRISH,ACTIVE,VL,09-Mar-16
35746,SINGLE,Not Available,Not Available,12,IRISH,ACTIVE,LO,10-Mar-16
35756,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,50,POLISH,ACTIVE,LO,19-Mar-16
35759,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,21-Mar-16
35761,SINGLE,EMPLOYED FULL-TIME,ALLSOP EUROPE,59,IRISH,ACTIVE,LO,23-Mar-16
35762,SINGLE,STUDENT,Not Available,22,IRISH,ACTIVE,LO,24-Mar-16
35765,SINGLE,EMPLOYED FULL-TIME,SALES,35,IRISH,ACTIVE,LO,29-Mar-16
35767,SINGLE,UNEMPLOYED,DISABILITY BENEFIT,54,NIGERIAN,ACTIVE,LO,31-Mar-16
35768,SINGLE,STUDENT,Not Available,17,IRISH,ACTIVE,LO,31-Mar-16
35771,SINGLE,EMPLOYED PART-TIME,CLEANER,42,POLISH,ACTIVE,LO,05-Apr-16
35773,JOINT,EMPLOYED FULL-TIME,MECHANIC,37,POLISH,ACTIVE,LO,05-Apr-16
35777,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,09-Apr-16
35789,SINGLE,SCHOOL,Not Available,14,IRISH,ACTIVE,LO,16-Apr-16
35792,SINGLE,EMPLOYED PART-TIME,CARE GIVER,42,MALAWI,ACTIVE,VL,19-Apr-16
35794,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,20-Apr-16
35795,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,46,IRISH,ACTIVE,LO,21-Apr-16
35798,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,21-Apr-16
35802,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,45,HUNGARIAN,ACTIVE,LO,28-Apr-16
35810,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,05-May-16
35814,SINGLE,EMPLOYED FULL-TIME,REGULARATORY AFFAIRS OFFICER,41,IRISH,ACTIVE,LO,06-May-16
35815,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATOR,34,NIGERIAN,ACTIVE,LO,07-May-16
35816,SINGLE,EMPLOYED FULL-TIME,Not Available,56,IRISH,ACTIVE,LO,07-May-16
35817,JOINT,EMPLOYED FULL-TIME,BUILDER,44,POLISH,ACTIVE,LO,07-May-16
