Account Number,Financial Month,Date,Transaction No,Transaction Type,Trans Type Category,Transaction Note,Trans In Amount ,Trans Out Amount
3763,23-Dec,23-Dec-23,47035574,MP03,POS,Not Available,0,-19.75
3763,23-Dec,23-Dec-23,47035907,MP03,POS,Not Available,0,-40.5
3763,23-Dec,23-Dec-23,47035953,MP03,POS,Not Available,0,-1.49
3763,23-Dec,24-Dec-23,47036156,MP03,POS,Not Available,0,-10.91
3763,23-Dec,30-Dec-23,47047731,XRS,EFT,Not Available,100,0
3768,23-Dec,01-Dec-23,46985617,XRS,EFT,Not Available,126,0
3768,23-Dec,08-Dec-23,47002083,XRS,EFT,Not Available,126,0
3768,23-Dec,16-Dec-23,47018075,XRS,EFT,Not Available,126,0
3768,23-Dec,23-Dec-23,47034916,XRS,EFT,Not Available,126,0
3768,23-Dec,30-Dec-23,47047733,XRS,EFT,Not Available,126,0
3769,23-Dec,01-Dec-23,46984204,1,COUNTER,Not Available,440,0
3769,23-Dec,01-Dec-23,46984208,N,COUNTER,Not Available,20,0
3769,23-Dec,08-Dec-23,47001782,N,COUNTER,Not Available,10,0
3769,23-Dec,08-Dec-23,47001784,1,COUNTER,Not Available,220,0
3769,23-Dec,15-Dec-23,47017430,1,COUNTER,Not Available,220,0
3769,23-Dec,15-Dec-23,47017438,N,COUNTER,Not Available,10,0
3769,23-Dec,22-Dec-23,47034481,1,COUNTER,Not Available,10,0
3769,23-Dec,22-Dec-23,47034483,1,COUNTER,Not Available,220,0
3769,23-Dec,29-Dec-23,47046487,1,COUNTER,Not Available,220,0
3769,23-Dec,29-Dec-23,47046489,N,COUNTER,Not Available,10,0
3770,23-Dec,01-Dec-23,46982390,SCR,EFT,Not Available,50,0
3770,23-Dec,01-Dec-23,46982790,SO,EFT,Not Available,0,-50
3770,23-Dec,01-Dec-23,46982791,SO,EFT,Not Available,50,0
3770,23-Dec,08-Dec-23,46999254,SCR,EFT,Not Available,50,0
3770,23-Dec,08-Dec-23,46999559,SO,EFT,Not Available,0,-50
3770,23-Dec,08-Dec-23,46999560,SO,EFT,Not Available,50,0
3770,23-Dec,15-Dec-23,47015000,SCR,EFT,Not Available,50,0
3770,23-Dec,15-Dec-23,47015091,SO,EFT,Not Available,0,-50
3770,23-Dec,15-Dec-23,47015092,SO,EFT,Not Available,50,0
3770,23-Dec,22-Dec-23,47031646,SCR,EFT,Not Available,50,0
3770,23-Dec,22-Dec-23,47031799,SO,EFT,Not Available,0,-50
3770,23-Dec,22-Dec-23,47031800,SO,EFT,Not Available,50,0
3770,23-Dec,29-Dec-23,47044779,SCR,EFT,Not Available,50,0
3770,23-Dec,29-Dec-23,47044995,SO,EFT,Not Available,0,-50
3770,23-Dec,29-Dec-23,47044996,SO,EFT,Not Available,50,0
3773,23-Dec,04-Dec-23,46989090,1,COUNTER,Not Available,20,0
3773,23-Dec,11-Dec-23,47005310,1,COUNTER,Not Available,0,-200
3775,23-Dec,01-Dec-23,46982202,RBIL,Not Available,Acct= 3775  Type= CT  Payee= SELINA MADDOCK DEP  Bipa_no= 3651,0,-20
3775,23-Dec,01-Dec-23,46982458,SCR,EFT,Not Available,389.22,0
3775,23-Dec,01-Dec-23,46984870,SDD,EFT,Not Available,0,-22.31
3775,23-Dec,02-Dec-23,46986414,MP03,POS,Not Available,0,-11.99
3775,23-Dec,03-Dec-23,46986904,MP03,POS,Not Available,0,-43.5
3775,23-Dec,03-Dec-23,46987418,MP04,POS,Not Available,0,-30.5
3775,23-Dec,03-Dec-23,46987608,MP04,POS,Not Available,0,-79
3775,23-Dec,04-Dec-23,46988431,MP04,POS,Not Available,0,-56
3775,23-Dec,07-Dec-23,46994925,SCR,EFT,Not Available,"1,558.25",0
3775,23-Dec,07-Dec-23,46995726,MP03,POS,Not Available,0,-46
3775,23-Dec,07-Dec-23,46996340,MP03,POS,Not Available,0,-4
3775,23-Dec,07-Dec-23,46996519,MP04,POS,Not Available,0,-60
3775,23-Dec,07-Dec-23,46997728,TFER,Not Available,Not Available,20,-20
3775,23-Dec,08-Dec-23,46999661,MP03,POS,Not Available,0,-5.95
3775,23-Dec,08-Dec-23,46999877,MP03,POS,Not Available,0,-35.57
3775,23-Dec,08-Dec-23,46999912,MP03,POS,Not Available,0,-13.5
3775,23-Dec,08-Dec-23,46999983,MP03,POS,Not Available,0,-14.79
3775,23-Dec,08-Dec-23,47000035,MP04,POS,Not Available,0,-65.3
3775,23-Dec,08-Dec-23,47000154,MP02,ATM TRANSACTIONS,Not Available,0,-150
3775,23-Dec,08-Dec-23,47001511,SDD,EFT,Not Available,0,-86.62
3775,23-Dec,09-Dec-23,47002552,MP03,POS,Not Available,0,-2.75
3775,23-Dec,09-Dec-23,47002789,MP03,POS,Not Available,0,-37.98
3775,23-Dec,09-Dec-23,47002848,MP03,POS,Not Available,0,-15
3775,23-Dec,10-Dec-23,47004037,MP03,POS,Not Available,0,-7.45
3775,23-Dec,11-Dec-23,47004855,MP03,POS,Not Available,0,-17
3775,23-Dec,11-Dec-23,47004856,MP03,POS,Not Available,0,-8.8
3775,23-Dec,11-Dec-23,47005428,MP03,POS,Not Available,0,-24.99
3775,23-Dec,11-Dec-23,47005743,N,COUNTER,Not Available,0,-192.63
3775,23-Dec,12-Dec-23,47006687,RBIL,Not Available,Acct= 3775  Type= CT  Payee= SELINA MADDOCK  Bipa_no= 1851,0,-30
3775,23-Dec,12-Dec-23,47008255,SDD,EFT,Not Available,0,-127
3775,23-Dec,13-Dec-23,47009041,MP03,POS,Not Available,0,-2.8
3775,23-Dec,13-Dec-23,47009096,MP04,POS,Not Available,0,-53.49
3775,23-Dec,13-Dec-23,47009176,MP04,POS,Not Available,0,-47.96
3775,23-Dec,14-Dec-23,47010803,SCR,EFT,Not Available,389.22,0
3775,23-Dec,14-Dec-23,47010865,SCR,EFT,Not Available,442.08,0
3775,23-Dec,14-Dec-23,47013362,TFER,Not Available,Not Available,20,-20
3775,23-Dec,15-Dec-23,47014723,RBIL,Not Available,Acct= 3775  Type= CT  Payee= SELINA MADDOCK DEP  Bipa_no= 3651,0,-20
3775,23-Dec,16-Dec-23,47018180,MP03,POS,Not Available,0,-5
3775,23-Dec,16-Dec-23,47018395,MP03,POS,Not Available,0,-20
3775,23-Dec,16-Dec-23,47018522,MP03,POS,Not Available,0,-14.9
3775,23-Dec,16-Dec-23,47018633,MP03,POS,Not Available,0,-5
3775,23-Dec,16-Dec-23,47018712,MP03,POS,Not Available,0,-15
3775,23-Dec,16-Dec-23,47018812,MP03,POS,Not Available,0,-9
3775,23-Dec,16-Dec-23,47018902,MP04,POS,Not Available,0,-62.88
3775,23-Dec,16-Dec-23,47018906,MP03,POS,Not Available,0,-20
3775,23-Dec,17-Dec-23,47019692,MP04,POS,Not Available,0,-56.35
3775,23-Dec,17-Dec-23,47019700,MP03,POS,Not Available,0,-4.4
3775,23-Dec,18-Dec-23,47020769,MP04,POS,Not Available,0,-27.84
3775,23-Dec,18-Dec-23,47020978,MP03,POS,Not Available,0,-20
3775,23-Dec,18-Dec-23,47021351,MP03,POS,Not Available,0,-50
3775,23-Dec,18-Dec-23,47021569,MP03,POS,Not Available,0,-6.4
3775,23-Dec,19-Dec-23,47023760,MP03,POS,Not Available,0,-7.5
3775,23-Dec,21-Dec-23,47027138,SCR,EFT,Not Available,439.02,0
3775,23-Dec,21-Dec-23,47028163,MP03,POS,Not Available,0,-2.22
3775,23-Dec,21-Dec-23,47028166,MP03,POS,Not Available,0,-39
3775,23-Dec,21-Dec-23,47029959,TFER,Not Available,Not Available,20,-20
3775,23-Dec,22-Dec-23,47031535,SCR,EFT,Not Available,327.45,0
3775,23-Dec,22-Dec-23,47031590,SCR,EFT,Not Available,442.09,0
3775,23-Dec,22-Dec-23,47033234,MP04,POS,Not Available,0,-58.11
3775,23-Dec,22-Dec-23,47034246,SDD,EFT,Not Available,0,-39.2
3775,23-Dec,23-Dec-23,47034997,MP03,POS,Not Available,0,-13.7
3775,23-Dec,23-Dec-23,47035218,MP03,POS,Not Available,0,-2.8
3775,23-Dec,23-Dec-23,47035348,MP03,POS,Not Available,0,-16
3775,23-Dec,23-Dec-23,47035351,MP04,POS,Not Available,0,-66
3775,23-Dec,23-Dec-23,47035666,MP03,POS,Not Available,0,-11.61
3775,23-Dec,23-Dec-23,47035759,MP03,POS,Not Available,0,-13
3775,23-Dec,23-Dec-23,47035952,MP03,POS,Not Available,0,-5
3775,23-Dec,23-Dec-23,47035959,MP03,POS,Not Available,0,-8
3775,23-Dec,24-Dec-23,47036145,MP03,POS,Not Available,0,-4.99
3775,23-Dec,24-Dec-23,47036405,MP03,POS,Not Available,0,-9.2
3775,23-Dec,24-Dec-23,47036503,MP03,POS,Not Available,0,-45.32
3775,23-Dec,25-Dec-23,47038070,MP03,POS,Not Available,0,-9.18
3775,23-Dec,26-Dec-23,47038807,MP03,POS,Not Available,0,-14.88
3775,23-Dec,26-Dec-23,47039544,MP04,POS,Not Available,0,-80
3775,23-Dec,26-Dec-23,47039680,MP04,POS,Not Available,0,-3
3775,23-Dec,27-Dec-23,47040388,MP02,ATM TRANSACTIONS,Not Available,0,-100
3775,23-Dec,28-Dec-23,47042046,MP03,POS,Not Available,0,-4.47
3775,23-Dec,28-Dec-23,47043287,TFER,Not Available,Not Available,20,-20
3775,23-Dec,29-Dec-23,47044627,RBIL,Not Available,Acct= 3775  Type= CT  Payee= SELINA MADDOCK DEP  Bipa_no= 3651,0,-20
3775,23-Dec,29-Dec-23,47045352,MP03,POS,Not Available,0,-27.85
3775,23-Dec,29-Dec-23,47045472,MP03,POS,Not Available,0,-40
3775,23-Dec,29-Dec-23,47045483,MP03,POS,Not Available,0,-40.35
3775,23-Dec,29-Dec-23,47045521,MP03,POS,Not Available,0,-3.3
3775,23-Dec,30-Dec-23,47047928,MP03,POS,Not Available,0,-12
3775,23-Dec,30-Dec-23,47047956,MP03,POS,Not Available,0,-4.45
3775,23-Dec,30-Dec-23,47047959,MP03,POS,Not Available,0,-20
3775,23-Dec,30-Dec-23,47048059,MP03,POS,Not Available,0,-5.69
3775,23-Dec,30-Dec-23,47048221,MP04,POS,Not Available,0,-34.98
3775,23-Dec,31-Dec-23,47048923,MP03,POS,Not Available,0,-49
3775,23-Dec,31-Dec-23,47048938,MP03,POS,Not Available,0,-45.5
3782,23-Dec,01-Dec-23,46980882,SD,EFT,Not Available,100,0
3782,23-Dec,08-Dec-23,46997884,SD,EFT,Not Available,100,0
3782,23-Dec,15-Dec-23,47013517,SD,EFT,Not Available,100,0
3782,23-Dec,22-Dec-23,47030118,SD,EFT,Not Available,100,0
3782,23-Dec,29-Dec-23,47043435,SD,EFT,Not Available,100,0
3797,23-Dec,25-Dec-23,47037242,SD,EFT,Not Available,50,0
3799,23-Dec,29-Dec-23,47046495,1,COUNTER,Not Available,398.53,0
3803,23-Dec,01-Dec-23,46982500,SCR,EFT,Not Available,487.3,0
3803,23-Dec,01-Dec-23,46982750,SO,EFT,Not Available,0,-487.3
3803,23-Dec,01-Dec-23,46982751,SO,EFT,Not Available,487.3,0
3803,23-Dec,05-Dec-23,46990443,SCR,EFT,Not Available,108.1,0
3803,23-Dec,05-Dec-23,46990492,SO,EFT,Not Available,0,-108.1
3803,23-Dec,05-Dec-23,46990493,SO,EFT,Not Available,108.1,0
3803,23-Dec,08-Dec-23,46999266,SCR,EFT,Not Available,574.6,0
3803,23-Dec,08-Dec-23,46999569,SO,EFT,Not Available,0,-574.6
3803,23-Dec,08-Dec-23,46999570,SO,EFT,Not Available,574.6,0
3803,23-Dec,15-Dec-23,47014901,SCR,EFT,Not Available,287.3,0
3803,23-Dec,15-Dec-23,47015199,SO,EFT,Not Available,0,-287.3
3803,23-Dec,15-Dec-23,47015200,SO,EFT,Not Available,287.3,0
3803,23-Dec,22-Dec-23,47031518,SCR,EFT,Not Available,574.6,0
3803,23-Dec,22-Dec-23,47032061,SO,EFT,Not Available,0,-574.6
3803,23-Dec,22-Dec-23,47032062,SO,EFT,Not Available,574.6,0
3806,23-Dec,08-Dec-23,46997885,SD,EFT,Not Available,220,0
3807,23-Dec,13-Dec-23,47009353,SCR,EFT,Not Available,50,0
3807,23-Dec,13-Dec-23,47009381,SO,EFT,Not Available,0,-50
3807,23-Dec,13-Dec-23,47009382,SO,EFT,Not Available,50,0
3807,23-Dec,20-Dec-23,47025556,SCR,EFT,Not Available,50,0
3807,23-Dec,20-Dec-23,47025585,SO,EFT,Not Available,0,-50
3807,23-Dec,20-Dec-23,47025586,SO,EFT,Not Available,50,0
3807,23-Dec,28-Dec-23,47042547,SCR,EFT,Not Available,50,0
3807,23-Dec,28-Dec-23,47042560,SO,EFT,Not Available,0,-50
3807,23-Dec,28-Dec-23,47042561,SO,EFT,Not Available,50,0
3817,23-Dec,07-Dec-23,46996859,1,COUNTER,Not Available,80,0
3821,23-Dec,07-Dec-23,46997210,DCT,Not Available,Not Available,30,0
3821,23-Dec,14-Dec-23,47012602,DCT,Not Available,Not Available,30,0
3821,23-Dec,21-Dec-23,47028781,DCT,Not Available,Not Available,30,0
3822,23-Dec,07-Dec-23,46996750,0,COUNTER,Not Available,80,0
3822,23-Dec,14-Dec-23,47012126,0,COUNTER,Not Available,80,0
3822,23-Dec,21-Dec-23,47028704,0,COUNTER,Not Available,80,0
3824,23-Dec,01-Dec-23,46985688,TFER,Not Available,Not Available,350,0
3824,23-Dec,02-Dec-23,46986788,TFER,Not Available,Not Available,450,0
3824,23-Dec,15-Dec-23,47017901,TFER,Not Available,Not Available,350,0
3824,23-Dec,18-Dec-23,47021249,WIFR,WEB,Not Available,0,-450
3824,23-Dec,20-Dec-23,47025844,WIFR,WEB,Not Available,0,-500
3824,23-Dec,23-Dec-23,47036030,WIFR,WEB,Not Available,0,-200
3824,23-Dec,29-Dec-23,47047582,TFER,Not Available,Not Available,350,0
3843,23-Dec,14-Dec-23,47013052,1,COUNTER,Not Available,160,0
3843,23-Dec,22-Dec-23,47033646,1,COUNTER,Not Available,0,-500
3848,23-Dec,11-Dec-23,47004284,SD,EFT,Not Available,100,0
3848,23-Dec,21-Dec-23,47029793,1,COUNTER,Not Available,0,-300
3850,23-Dec,07-Dec-23,46997250,1,COUNTER,Not Available,142,0
3857,23-Dec,21-Dec-23,47029643,1,COUNTER,Not Available,"13,220.09",0
3863,23-Dec,07-Dec-23,46997500,4,COUNTER,Not Available,70,0
3863,23-Dec,14-Dec-23,47013133,4,COUNTER,Not Available,70,0
3863,23-Dec,21-Dec-23,47029779,4,COUNTER,Not Available,100,0
3878,23-Dec,06-Dec-23,46993936,SCR,EFT,Not Available,40,0
3878,23-Dec,06-Dec-23,46993957,SO,EFT,Not Available,0,-40
3878,23-Dec,06-Dec-23,46993958,SO,EFT,Not Available,40,0
3878,23-Dec,13-Dec-23,47009886,SCR,EFT,Not Available,40,0
3878,23-Dec,13-Dec-23,47009893,SO,EFT,Not Available,0,-40
3878,23-Dec,13-Dec-23,47009894,SO,EFT,Not Available,40,0
3878,23-Dec,20-Dec-23,47026320,SCR,EFT,Not Available,40,0
